[INFO] [2025-11-22 11:59:14] [system.py:53] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:35:29] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:35:29] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:35:29] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:35:29] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:38:00] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:38:00] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:38:00] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:39:50] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:39:50] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:39:50] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:39:50] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:39:50] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:39:50] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:39:50] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:39:51] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:39:51] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:40:27] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:40:27] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:40:27] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:41:23] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:41:23] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:41:23] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:41:42] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:41:42] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:41:42] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:45:49] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:45:49] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:45:49] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:46:09] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:46:09] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:46:09] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:47:58] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:47:58] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:47:58] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:48:20] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:48:20] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:48:20] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:54:41] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:54:41] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:54:41] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:56:44] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:56:44] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:56:44] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 18:59:16] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 18:59:16] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 18:59:16] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:03:07] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:03:07] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:03:07] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:07:43] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:07:43] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:07:43] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:10:02] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:10:02] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:10:02] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:13:12] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:13:12] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:13:12] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:13:13] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:16:09] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:16:09] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:16:09] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:194] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:17:44] [system.py:195] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:17:44] [system.py:196] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:197] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:207] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:217] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:223] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:230] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:17:44] [system.py:234] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:28:57] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:28:57] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:28:58] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:28:58] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:30:49] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:30:49] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:30:49] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:33:40] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:33:40] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:33:40] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 19:34:34] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 19:34:34] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 19:34:34] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 22:10:57] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 22:10:57] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 22:10:57] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 22:16:28] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 22:16:28] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 22:16:28] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 22:21:35] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 22:21:35] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 22:21:35] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-28 22:31:19] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-28 22:31:19] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-28 22:31:19] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:17:33] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:17:33] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-29 09:17:33] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:32:44] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:32:44] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-29 09:32:44] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:36:29] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:36:29] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-29 09:36:29] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:39:23] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:39:23] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-29 09:39:23] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:40:18] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:40:18] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:225] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-29 09:40:18] [system.py:229] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-29 09:44:03] [system.py:193] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-29 09:44:03] [system.py:194] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-29 09:44:03] [system.py:195] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-29 09:44:03] [system.py:196] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-29 09:44:03] [system.py:206] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-29 09:44:03] [system.py:212] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-29 09:44:03] [system.py:218] [_initialize_managers] | LoginManager initialized successfully
